actual_explainer_model_a,actual_explainer_model_b,arm_a,arm_b,athlete_band,explainer_model_a,explainer_model_b,explainer_temperature_a,explainer_temperature_b,explainer_verified_a,explainer_verified_b,feature_gaps,fixture_id,generation_condition_a,generation_condition_b,match_distance,match_rule,old_quality_score_a,old_quality_score_b,pair_id,plan_a_id,plan_b_id,plan_days,race_phase,readiness,recovery_capability,score_a,score_b,score_bin,score_bin_a,score_bin_b,score_gap,source_model_a,source_model_b,source_temperature_a,source_temperature_b,structural_score_a,structural_score_b,structural_score_gap,structural_score_version
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 47.0, ""mean_day_minutes"": 27.429, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 192.0}","ab_A2__r_high__rc_high__ph_base","None","None","5.329","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0063","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s079","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s018","7","base","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 5.0, ""mean_day_minutes"": 1.857, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 13.0}","ab_A2__r_high__rc_high__ph_base","None","None","4.397","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0064","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s169","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s011","7","base","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 19.0, ""mean_day_minutes"": 8.857, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 62.0}","ab_A2__r_high__rc_high__ph_base","None","None","5.797","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0065","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s170","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s005","7","base","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 25.0, ""mean_day_minutes"": 18.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 127.0}","ab_A2__r_high__rc_high__ph_base","None","None","3.403","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0066","ab_A2__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s012","7","base","high","high","100.0","100.0","100","100","100","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 19.0, ""mean_day_minutes"": 17.714, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 124.0}","ab_A2__r_high__rc_high__ph_base","None","None","10.214","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0067","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s172","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s008","7","base","high","high","100.0","100.0","100","100","100","0.0","google/gemma-3-4b-it","None","None","None","100.0","100.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 4.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 34.0}","ab_A2__r_high__rc_high__ph_peak","None","None","1.377","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0068","ab_A2__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s248","ab_A2__r_high__rc_high__ph_peak__prog__exp_t000__s000","7","peak","high","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 228.0, ""mean_day_minutes"": 22.714, ""n_active_days"": 2.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 2.0, ""total_minutes"": 159.0}","ab_A2__r_high__rc_high__ph_peak","None","None","18.194","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0069","ab_A2__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007","ab_A2__r_high__rc_high__ph_peak__prog__exp_t000__s001","7","peak","high","high","79.0","77.0","79","79","77","2.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","79.0","77.0","2.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 23.0, ""mean_day_minutes"": 12.857, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 90.0}","ab_A2__r_high__rc_high__ph_peak","None","None","2.517","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0070","ab_A2__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s249","ab_A2__r_high__rc_high__ph_peak__prog__exp_t000__s006","7","peak","high","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 181.0, ""mean_day_minutes"": 19.857, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 1.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 139.0}","ab_A2__r_high__rc_high__ph_peak","None","None","11.797","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0071","ab_A2__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s015","ab_A2__r_high__rc_high__ph_peak__prog__exp_t000__s009","7","peak","high","high","82.0","84.0","82","82","84","2.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","82.0","84.0","2.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 49.0, ""mean_day_minutes"": 17.0, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 119.0}","ab_A2__r_high__rc_high__ph_peak","None","None","3.7","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0072","ab_A2__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s250","ab_A2__r_high__rc_high__ph_peak__prog__exp_t000__s018","7","peak","high","high","92.0","92.0","92","92","92","0.0","google/gemma-3-4b-it","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 10.0, ""mean_day_minutes"": 5.429, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 38.0}","ab_A2__r_high__rc_high__ph_peak","None","None","4.069","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0073","ab_A2__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A2__r_high__rc_high__ph_peak__prog__exp_t000__s005","7","peak","high","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 34.0, ""mean_day_minutes"": 20.857, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 146.0}","ab_A2__r_high__rc_high__ph_peak","None","None","7.017","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0074","ab_A2__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s251","ab_A2__r_high__rc_high__ph_peak__prog__exp_t000__s012","7","peak","high","high","92.0","91.857","92","92","92","0.143","google/gemma-3-4b-it","None","None","None","92.0","91.857","0.143","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 31.0, ""mean_day_minutes"": 5.571, ""n_active_days"": 0.0, ""n_hard_days"": 2.0, ""n_long_runs"": 1.0, ""n_quality_days"": 2.0, ""n_rest_days"": 0.0, ""total_minutes"": 39.0}","ab_A2__r_high__rc_low__ph_base","None","None","11.511","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0075","ab_A2__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A2__r_high__rc_low__ph_base__prog__exp_t000__s013","7","base","high","low","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 12.0, ""mean_day_minutes"": 1.571, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 11.0}","ab_A2__r_high__rc_low__ph_base","None","None","7.491","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0076","ab_A2__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A2__r_high__rc_low__ph_base__prog__exp_t000__s006","7","base","high","low","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 56.0, ""mean_day_minutes"": 11.714, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 82.0}","ab_A2__r_high__rc_low__ph_base","None","None","5.994","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0077","ab_A2__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A2__r_high__rc_low__ph_base__prog__exp_t000__s002","7","base","high","low","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 9.0, ""mean_day_minutes"": 4.143, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 29.0}","ab_A2__r_high__rc_low__ph_base","None","None","11.843","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0078","ab_A2__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A2__r_high__rc_low__ph_base__prog__exp_t000__s014","7","base","high","low","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 13.0, ""mean_day_minutes"": 6.429, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 45.0}","ab_A2__r_high__rc_low__ph_base","None","None","12.289","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0079","ab_A2__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s006","ab_A2__r_high__rc_low__ph_base__prog__exp_t000__s010","7","base","high","low","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 14.429, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 101.0}","ab_A2__r_high__rc_low__ph_peak","None","None","6.369","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0080","ab_A2__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A2__r_high__rc_low__ph_peak__prog__exp_t000__s005","7","peak","high","low","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 19.0, ""mean_day_minutes"": 0.286, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 2.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 2.0}","ab_A2__r_high__rc_low__ph_peak","None","None","11.426","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0081","ab_A2__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A2__r_high__rc_low__ph_peak__prog__exp_t000__s010","7","peak","high","low","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 2.0, ""mean_day_minutes"": 25.857, ""n_active_days"": 2.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 2.0, ""total_minutes"": 181.0}","ab_A2__r_high__rc_low__ph_peak","None","None","10.177","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0082","ab_A2__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A2__r_high__rc_low__ph_peak__prog__exp_t000__s004","7","peak","high","low","87.0","85.857","87","87","86","1.143","google/gemma-3-4b-it","None","None","None","87.0","85.857","1.143","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 7.0, ""mean_day_minutes"": 11.857, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 83.0}","ab_A2__r_high__rc_low__ph_peak","None","None","6.037","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0083","ab_A2__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A2__r_high__rc_low__ph_peak__prog__exp_t000__s002","7","peak","high","low","92.0","90.857","92","92","91","1.143","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","90.857","1.143","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 4.286, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 30.0}","ab_A2__r_high__rc_low__ph_peak","None","None","0.746","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0084","ab_A2__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A2__r_high__rc_low__ph_peak__prog__exp_t000__s006","7","peak","high","low","95.0","95.0","95","95","95","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","95.0","95.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 35.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A2__r_low__rc_high__ph_base","None","None","6.7","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0085","ab_A2__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s011","7","base","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 36.0, ""mean_day_minutes"": 9.857, ""n_active_days"": 1.0, ""n_hard_days"": 1.0, ""n_long_runs"": 0.0, ""n_quality_days"": 1.0, ""n_rest_days"": 1.0, ""total_minutes"": 69.0}","ab_A2__r_low__rc_high__ph_base","None","None","9.297","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0086","ab_A2__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s009","7","base","low","high","84.143","84.0","84","84","84","0.143","Qwen/Qwen2.5-7B-Instruct","None","None","None","84.143","84.0","0.143","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 2.0, ""mean_day_minutes"": 4.714, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 33.0}","ab_A2__r_low__rc_high__ph_base","None","None","6.794","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0087","ab_A2__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s017","7","base","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 46.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A2__r_low__rc_high__ph_base","None","None","6.92","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0088","ab_A2__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s020","7","base","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 2.0, ""mean_day_minutes"": 4.571, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 32.0}","ab_A2__r_low__rc_high__ph_base","None","None","3.771","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0089","ab_A2__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s002","7","base","low","high","91.286","92.0","91","91","92","0.714","Qwen/Qwen2.5-7B-Instruct","None","None","None","91.286","92.0","0.714","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 69.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A2__r_low__rc_high__ph_base","None","None","7.38","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0090","ab_A2__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s005","7","base","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 3.571, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 25.0}","ab_A2__r_low__rc_high__ph_base","None","None","1.171","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0091","ab_A2__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s008","7","base","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 8.0, ""mean_day_minutes"": 5.286, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 37.0}","ab_A2__r_low__rc_high__ph_base","None","None","8.006","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0092","ab_A2__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s010","7","base","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 10.0, ""mean_day_minutes"": 5.286, ""n_active_days"": 1.0, ""n_hard_days"": 0.0, ""n_long_runs"": 2.0, ""n_quality_days"": 0.0, ""n_rest_days"": 1.0, ""total_minutes"": 37.0}","ab_A2__r_low__rc_high__ph_base","None","None","8.046","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0093","ab_A2__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005","ab_A2__r_low__rc_high__ph_base__prog__exp_t000__s006","7","base","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 3.0, ""mean_day_minutes"": 2.857, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 20.0}","ab_A2__r_low__rc_high__ph_peak","None","None","6.517","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0094","ab_A2__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000","ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s017","7","peak","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 17.0, ""mean_day_minutes"": 1.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 8.0}","ab_A2__r_low__rc_high__ph_peak","None","None","0.523","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0095","ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004","ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s015","7","peak","low","high","85.857","84.714","86","86","85","1.143","Qwen/Qwen2.5-7B-Instruct","None","None","None","85.857","84.714","1.143","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 30.0, ""mean_day_minutes"": 0.0, ""n_active_days"": 0.0, ""n_hard_days"": 1.0, ""n_long_runs"": 1.0, ""n_quality_days"": 1.0, ""n_rest_days"": 0.0, ""total_minutes"": 0.0}","ab_A2__r_low__rc_high__ph_peak","None","None","6.6","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0096","ab_A2__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001","ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s014","7","peak","low","high","87.0","87.0","87","87","87","0.0","google/gemma-3-4b-it","None","None","None","87.0","87.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 12.0, ""mean_day_minutes"": 2.143, ""n_active_days"": 0.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 0.0, ""total_minutes"": 15.0}","ab_A2__r_low__rc_high__ph_peak","None","None","0.583","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0097","ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007","ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s002","7","peak","low","high","92.0","92.0","92","92","92","0.0","Qwen/Qwen2.5-7B-Instruct","None","None","None","92.0","92.0","0.0","structural_score_v1.0.0"
"None","None","llm","programmatic","A2","None","None","None","None","None","None","{""max_day_minutes"": 2.0, ""mean_day_minutes"": 13.571, ""n_active_days"": 2.0, ""n_hard_days"": 0.0, ""n_long_runs"": 0.0, ""n_quality_days"": 0.0, ""n_rest_days"": 2.0, ""total_minutes"": 95.0}","ab_A2__r_low__rc_high__ph_peak","None","None","8.211","same_full_cell_same_plan_days_structural_score_tolerance_min_weighted_structural_distance","None","None","pair_0098","ab_A2__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002","ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s004","7","peak","low","high","87.0","87.286","87","87","87","0.286","google/gemma-3-4b-it","None","None","None","87.0","87.286","0.286","structural_score_v1.0.0"
