arm,athlete_band,fixture_id,max_day_minutes,mean_day_minutes,n_active_days,n_hard_days,n_long_runs,n_quality_days,n_rest_days,plan_days,plan_id,plan_path,race_phase,readiness,recovery_capability,score,session_signature,source_family,source_leaks,source_model,structural_score,structural_score_version,style,style_n_citations,style_n_claim_attributions,style_n_data_notes,style_purpose_chars,style_title_chars,style_workout_chars,total_minutes,violations
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","80.0","32.142857142857146","5.0","1.0","1.0","1.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s001","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s001.json","peak","low","low","87.0","rest:0:1:0|long:80:0:0|aerobic:33:0:0|rest:0:1:0|tempo:41:0:1|easy:41:0:0|easy:30:0:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","4.0","5.0","3.0","341.0","64.0","288.0","225.0","[""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","62.0","31.142857142857142","5.0","0.0","0.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s002","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s002.json","peak","low","low","87.0","easy:26:0:0|cross:60:0:0|rest:0:1:0|rest:0:1:0|cross:29:0:0|easy:41:0:0|easy:62:0:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","8.0","7.0","3.0","316.0","68.0","271.0","218.0","[""missing_long_run"", ""too_few_rest_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","72.0","24.0","4.0","0.0","0.0","0.0","3.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s003","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s003.json","peak","low","low","92.0","rest:0:1:0|aerobic:72:0:0|aerobic:41:0:0|easy:25:0:0|aerobic:30:0:0|rest:0:1:0|rest:0:1:0","programmatic","[]","None","92.0","structural_score_v1.0.0","trailrunning","6.0","11.0","3.0","310.0","65.0","284.0","168.0","[""missing_long_run""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","70.0","26.0","3.0","0.0","0.0","0.0","4.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s004","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s004.json","peak","low","low","92.0","rest:0:1:0|rest:0:1:0|aerobic:58:0:0|rest:0:1:0|rest:0:1:0|easy:54:0:0|easy:70:0:0","programmatic","[]","None","92.0","structural_score_v1.0.0","trailrunning","8.0","4.0","3.0","307.0","59.0","262.0","182.0","[""missing_long_run""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","65.0","32.142857142857146","6.0","1.0","1.0","1.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s005","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s005.json","peak","low","low","82.0","easy:26:0:0|easy:30:0:0|easy:30:0:0|long:65:0:0|tempo:44:0:1|aerobic:30:0:0|rest:0:1:0","programmatic","[]","None","82.0","structural_score_v1.0.0","trailrunning","8.0","14.0","3.0","354.0","64.0","296.0","225.0","[""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","74.0","32.142857142857146","6.0","0.0","1.0","0.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s006","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s006.json","peak","low","low","90.0","easy:23:0:0|easy:36:0:0|aerobic:30:0:0|strength:28:0:0|rest:0:1:0|long:74:0:0|easy:34:0:0","programmatic","[]","None","90.0","structural_score_v1.0.0","trailrunning","6.0","6.0","3.0","342.0","67.0","286.0","225.0","[""too_few_rest_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","50.0","19.714285714285715","4.0","1.0","0.0","1.0","3.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s007","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s007.json","peak","low","low","82.286","easy:20:0:0|rest:0:1:0|aerobic:50:0:0|rest:0:1:0|cross:31:0:0|tempo:37:0:1|rest:0:1:0","programmatic","[]","None","82.286","structural_score_v1.0.0","trailrunning","8.0","7.0","3.0","322.0","70.0","276.0","138.0","[""missing_long_run"", ""too_many_hard_days"", ""weekly_load_outside_fixture_band""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","45.0","16.428571428571427","3.0","0.0","0.0","0.0","4.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s008","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s008.json","peak","low","low","87.0","rest:0:1:0|easy:35:0:0|rest:0:1:0|strength:35:0:0|rest:0:1:0|rest:0:1:0|easy:45:0:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","8.0","7.0","3.0","313.0","64.0","251.0","115.0","[""missing_long_run"", ""weekly_load_outside_fixture_band""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","53.0","30.714285714285715","5.0","1.0","0.0","1.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s009","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s009.json","peak","low","low","79.0","aerobic:53:0:0|easy:33:0:0|rest:0:1:0|easy:53:0:0|rest:0:1:0|hills:41:0:1|easy:35:0:0","programmatic","[]","None","79.0","structural_score_v1.0.0","trailrunning","8.0","6.0","3.0","330.0","63.0","286.0","215.0","[""missing_long_run"", ""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","58.0","32.142857142857146","6.0","0.0","1.0","0.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s010","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s010.json","peak","low","low","90.0","easy:30:0:0|easy:29:0:0|easy:30:0:0|rest:0:1:0|long:58:0:0|aerobic:30:0:0|cross:48:0:0","programmatic","[]","None","90.0","structural_score_v1.0.0","trailrunning","8.0","7.0","3.0","330.0","65.0","290.0","225.0","[""too_few_rest_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","42.0","32.142857142857146","6.0","1.0","0.0","1.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s011","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s011.json","peak","low","low","74.0","strength:34:0:0|cross:41:0:0|cross:33:0:0|aerobic:36:0:0|aerobic:39:0:0|tempo:42:0:1|rest:0:1:0","programmatic","[]","None","74.0","structural_score_v1.0.0","trailrunning","8.0","7.0","3.0","333.0","87.0","295.0","225.0","[""missing_long_run"", ""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","65.0","31.142857142857142","5.0","0.0","1.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s012","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s012.json","peak","low","low","95.0","easy:37:0:0|cross:48:0:0|easy:47:0:0|rest:0:1:0|rest:0:1:0|long:65:0:0|easy:21:0:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","8.0","7.0","5.0","322.0","62.0","275.0","218.0","[""too_few_rest_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","64.0","23.0","3.0","1.0","0.0","1.0","4.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s013","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s013.json","peak","low","low","84.0","rest:0:1:0|aerobic:64:0:0|easy:57:0:0|hills:40:0:1|rest:0:1:0|rest:0:1:0|rest:0:1:0","programmatic","[]","None","84.0","structural_score_v1.0.0","trailrunning","4.0","5.0","3.0","304.0","63.0","270.0","161.0","[""missing_long_run"", ""too_many_hard_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","54.0","32.142857142857146","5.0","0.0","0.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s014","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s014.json","peak","low","low","87.0","rest:0:1:0|easy:50:0:0|easy:44:0:0|easy:52:0:0|easy:25:0:0|rest:0:1:0|aerobic:54:0:0","programmatic","[]","None","87.0","structural_score_v1.0.0","trailrunning","8.0","8.0","3.0","333.0","59.0","278.0","225.0","[""missing_long_run"", ""too_few_rest_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","64.0","22.714285714285715","4.0","0.0","0.0","0.0","3.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s015","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s015.json","peak","low","low","92.0","easy:42:0:0|rest:0:1:0|easy:33:0:0|rest:0:1:0|easy:64:0:0|rest:0:1:0|strength:20:0:0","programmatic","[]","None","92.0","structural_score_v1.0.0","trailrunning","11.0","8.0","3.0","326.0","64.0","259.0","159.0","[""missing_long_run""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","54.0","32.142857142857146","6.0","1.0","0.0","1.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s016","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s016.json","peak","low","low","74.0","easy:54:0:0|intervals:29:0:1|easy:46:0:0|aerobic:30:0:0|aerobic:35:0:0|cross:31:0:0|rest:0:1:0","programmatic","[]","None","74.0","structural_score_v1.0.0","trailrunning","4.0","7.0","3.0","320.0","77.0","304.0","225.0","[""missing_long_run"", ""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","46.0","32.142857142857146","6.0","1.0","1.0","1.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s017","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s017.json","peak","low","low","82.0","aerobic:46:0:0|hills:39:0:1|easy:45:0:0|easy:20:0:0|long:44:0:0|easy:31:0:0|rest:0:1:0","programmatic","[]","None","82.0","structural_score_v1.0.0","trailrunning","8.0","15.0","3.0","338.0","63.0","298.0","225.0","[""too_few_rest_days"", ""too_many_hard_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","74.0","32.142857142857146","5.0","0.0","1.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s018","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s018.json","peak","low","low","95.0","rest:0:1:0|long:74:0:0|cross:20:0:0|rest:0:1:0|easy:47:0:0|aerobic:52:0:0|easy:32:0:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","10.0","7.0","3.0","317.0","65.0","282.0","225.0","[""too_few_rest_days""]"
"programmatic","A1","ab_A1__r_low__rc_low__ph_peak","71.0","32.142857142857146","6.0","1.0","1.0","1.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s019","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__prog__exp_t000__s019.json","peak","low","low","82.0","easy:22:0:0|cross:24:0:0|rest:0:1:0|easy:20:0:0|easy:47:0:0|tempo:41:0:1|long:71:0:0","programmatic","[]","None","82.0","structural_score_v1.0.0","trailrunning","6.0","7.0","3.0","348.0","67.0","289.0","225.0","[""too_few_rest_days"", ""too_many_hard_days""]"
"llm","A1","ab_A1__r_low__rc_low__ph_peak","38.0","25.571428571428573","5.0","0.0","0.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000.json","peak","low","low","87.0","rest:0:1:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|rest:0:1:0|easy:36:0:0|easy:38:0:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","6.0","12.0","3.0","357.0","56.0","276.0","179.0","[""missing_long_run"", ""too_few_rest_days""]"
"llm","A1","ab_A1__r_low__rc_low__ph_peak","38.0","25.571428571428573","5.0","0.0","0.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001.json","peak","low","low","87.0","rest:0:1:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|rest:0:1:0|easy:36:0:0|easy:38:0:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","6.0","15.0","6.0","357.0","56.0","276.0","179.0","[""missing_long_run"", ""too_few_rest_days""]"
"llm","A1","ab_A1__r_low__rc_low__ph_peak","36.0","25.142857142857142","5.0","0.0","0.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007.json","peak","low","low","87.0","rest:0:1:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:36:0:0|rest:0:1:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","9.0","16.0","3.0","357.0","56.0","286.0","176.0","[""missing_long_run"", ""too_few_rest_days""]"
"llm","A1","ab_A1__r_low__rc_low__ph_peak","36.0","25.142857142857142","5.0","0.0","0.0","0.0","2.0","7","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s008","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s008.json","peak","low","low","87.0","rest:0:1:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:36:0:0|rest:0:1:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","87.0","structural_score_v1.0.0","trailrunning","6.0","15.0","3.0","407.0","56.0","286.0","176.0","[""missing_long_run"", ""too_few_rest_days""]"
"llm","A1","ab_A1__r_low__rc_low__ph_peak","38.0","30.571428571428573","6.0","0.0","0.0","0.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s012","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s012.json","peak","low","low","82.0","rest:0:1:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:36:0:0|easy:38:0:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","82.0","structural_score_v1.0.0","trailrunning","9.0","14.0","3.0","385.0","56.0","279.0","214.0","[""missing_long_run"", ""too_few_rest_days""]"
"llm","A1","ab_A1__r_low__rc_low__ph_peak","36.0","30.142857142857142","6.0","0.0","0.0","0.0","1.0","7","ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s015","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A1__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s015.json","peak","low","low","82.0","rest:0:1:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:35:0:0|easy:36:0:0","qwen","[]","Qwen/Qwen2.5-7B-Instruct","82.0","structural_score_v1.0.0","trailrunning","9.0","14.0","3.0","385.0","56.0","279.0","211.0","[""missing_long_run"", ""too_few_rest_days""]"
"llm","A2","ab_A2__r_high__rc_high__ph_base","120.0","64.28571428571429","6.0","0.0","1.0","0.0","1.0","7","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s079","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s079.json","base","high","high","100.0","easy:60:0:0|strength:45:0:0|easy:75:0:0|rest:0:1:0|easy:90:0:0|long:120:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","100.0","structural_score_v1.0.0","trailrunning","6.0","13.0","5.0","425.0","64.0","314.0","450.0","[]"
"llm","A2","ab_A2__r_high__rc_high__ph_base","90.0","53.57142857142857","6.0","0.0","1.0","0.0","1.0","7","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s169","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s169.json","base","high","high","100.0","easy:60:0:0|strength:45:0:0|easy:60:0:0|rest:0:1:0|long:90:0:0|easy:60:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","100.0","structural_score_v1.0.0","trailrunning","17.0","15.0","5.0","1177.0","64.0","283.0","375.0","[]"
"llm","A2","ab_A2__r_high__rc_high__ph_base","110.0","56.42857142857143","6.0","0.0","1.0","0.0","1.0","7","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s170","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s170.json","base","high","high","100.0","easy:60:0:0|strength:45:0:0|easy:60:0:0|rest:0:1:0|easy:60:0:0|long:110:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","100.0","structural_score_v1.0.0","trailrunning","17.0","10.0","3.0","1959.0","64.0","201.0","395.0","[]"
"llm","A2","ab_A2__r_high__rc_high__ph_base","110.0","56.42857142857143","6.0","0.0","1.0","0.0","1.0","7","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s172","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s172.json","base","high","high","100.0","easy:60:0:0|strength:45:0:0|easy:60:0:0|rest:0:1:0|easy:60:0:0|long:110:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","100.0","structural_score_v1.0.0","trailrunning","19.0","15.0","3.0","1097.0","64.0","280.0","395.0","[]"
"llm","A2","ab_A2__r_high__rc_high__ph_base","60.0","51.42857142857143","6.0","1.0","0.0","1.0","1.0","7","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s173","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s173.json","base","high","high","92.0","easy:60:0:0|cross:60:0:0|rest:0:1:0|easy:60:0:0|hills:60:0:1|easy:60:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","92.0","structural_score_v1.0.0","trailrunning","13.0","12.0","5.0","567.0","66.0","325.0","360.0","[""missing_long_run""]"
"llm","A2","ab_A2__r_high__rc_high__ph_base","60.0","51.42857142857143","6.0","1.0","0.0","1.0","1.0","7","ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s175","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s175.json","base","high","high","92.0","easy:60:0:0|cross:60:0:0|rest:0:1:0|easy:60:0:0|hills:60:0:1|easy:60:0:0|easy:60:0:0","gemma","[]","google/gemma-3-4b-it","92.0","structural_score_v1.0.0","trailrunning","4.0","8.0","5.0","1159.0","66.0","95.0","360.0","[""missing_long_run""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","115.0","59.57142857142857","6.0","0.0","2.0","0.0","1.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s000","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s000.json","base","high","high","97.0","long:115:0:0|long:95:0:0|aerobic:66:0:0|easy:50:0:0|rest:0:1:0|strength:29:0:0|easy:62:0:0","programmatic","[]","None","97.0","structural_score_v1.0.0","trailrunning","6.0","7.0","3.0","337.0","67.0","291.0","417.0","[""multiple_long_runs""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","64.0","32.42857142857143","6.0","2.0","0.0","2.0","1.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s001","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s001.json","base","high","high","79.0","rest:0:1:0|easy:22:0:0|tempo:51:0:1|hills:64:0:1|easy:34:0:0|easy:20:0:0|easy:36:0:0","programmatic","[]","None","79.0","structural_score_v1.0.0","trailrunning","9.0","14.0","3.0","361.0","65.0","293.0","227.0","[""hard_days_too_close"", ""missing_long_run"", ""too_many_hard_days""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","60.0","31.0","5.0","1.0","0.0","1.0","2.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s002","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s002.json","base","high","high","91.571","aerobic:35:0:0|cross:60:0:0|rest:0:1:0|rest:0:1:0|cross:29:0:0|easy:41:0:0|tempo:52:0:1","programmatic","[]","None","91.571","structural_score_v1.0.0","trailrunning","8.0","8.0","3.0","324.0","76.0","284.0","217.0","[""missing_long_run"", ""weekly_load_outside_fixture_band""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","119.0","49.57142857142857","5.0","0.0","2.0","0.0","2.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s003","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s003.json","base","high","high","97.0","strength:21:0:0|easy:48:0:0|aerobic:76:0:0|long:83:0:0|long:119:0:0|rest:0:1:0|rest:0:1:0","programmatic","[]","None","97.0","structural_score_v1.0.0","trailrunning","5.0","8.0","3.0","324.0","67.0","283.0","347.0","[""multiple_long_runs""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","73.0","32.857142857142854","4.0","0.0","1.0","0.0","3.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s004","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s004.json","base","high","high","95.0","easy:48:0:0|rest:0:1:0|easy:51:0:0|rest:0:1:0|rest:0:1:0|cross:58:0:0|long:73:0:0","programmatic","[]","None","95.0","structural_score_v1.0.0","trailrunning","9.0","12.0","5.0","309.0","62.0","267.0","230.0","[""too_many_rest_days""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","129.0","47.57142857142857","6.0","1.0","1.0","1.0","1.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s005","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s005.json","base","high","high","100.0","easy:26:0:0|easy:40:0:0|easy:39:0:0|long:129:0:0|tempo:47:0:1|aerobic:52:0:0|rest:0:1:0","programmatic","[]","None","100.0","structural_score_v1.0.0","trailrunning","6.0","11.0","3.0","354.0","64.0","297.0","333.0","[]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","104.0","51.42857142857143","6.0","0.0","2.0","0.0","1.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s006","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s006.json","base","high","high","97.0","aerobic:31:0:0|easy:40:0:0|aerobic:65:0:0|long:86:0:0|rest:0:1:0|long:104:0:0|easy:34:0:0","programmatic","[]","None","97.0","structural_score_v1.0.0","trailrunning","6.0","11.0","3.0","331.0","62.0","302.0","360.0","[""multiple_long_runs""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","53.0","20.571428571428573","4.0","2.0","0.0","2.0","3.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s007","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s007.json","base","high","high","68.143","easy:20:0:0|rest:0:1:0|tempo:53:0:1|rest:0:1:0|cross:31:0:0|tempo:40:0:1|rest:0:1:0","programmatic","[]","None","68.143","structural_score_v1.0.0","trailrunning","6.0","5.0","3.0","340.0","72.0","275.0","144.0","[""missing_long_run"", ""too_many_hard_days"", ""too_many_rest_days"", ""weekly_load_outside_fixture_band""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","91.0","38.714285714285715","5.0","1.0","1.0","1.0","2.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s008","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s008.json","base","high","high","100.0","tempo:53:0:1|aerobic:48:0:0|rest:0:1:0|long:91:0:0|rest:0:1:0|aerobic:37:0:0|cross:42:0:0","programmatic","[]","None","100.0","structural_score_v1.0.0","trailrunning","19.0","8.0","3.0","325.0","73.0","295.0","271.0","[]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","66.0","35.57142857142857","5.0","2.0","0.0","2.0","2.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s009","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s009.json","base","high","high","84.0","hills:66:0:1|aerobic:44:0:0|rest:0:1:0|easy:53:0:0|rest:0:1:0|hills:51:0:1|easy:35:0:0","programmatic","[]","None","84.0","structural_score_v1.0.0","trailrunning","17.0","6.0","3.0","327.0","67.0","294.0","249.0","[""missing_long_run"", ""too_many_hard_days""]"
"programmatic","A2","ab_A2__r_high__rc_high__ph_base","103.0","46.57142857142857","6.0","1.0","2.0","1.0","1.0","7","ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s010","artifacts/gen_src_t070_exp_t000/matching_pool/plans/ab_A2__r_high__rc_high__ph_base__prog__exp_t000__s010.json","base","high","high","97.0","tempo:42:0:1|easy:36:0:0|long:75:0:0|long:103:0:0|easy:50:0:0|cross:20:0:0|rest:0:1:0","programmatic","[]","None","97.0","structural_score_v1.0.0","trailrunning","4.0","7.0","4.0","343.0","67.0","294.0","326.0","[""multiple_long_runs""]"
